country,year,kaopen,CostBusiness,AverageTariff,TariffDispersion,RequiredReserve,NewRequiredReserve,FinalRequiredReserve,InterestRateLiberalization,TransactionTax,BankSupervision,EquityInflow,EquityOutflow,BondInflow,BondOutflow,MoneyMktInflow,MoneyMktOutflow,CollInvestInflow,CollInvestOutflow,DerivativesInflow,DerivativesOutflow,CreditOutflow,CreditInflow,FinancialCreditOutflow,FinancialCreditInflow,GuaranteesOutflow,GuaranteesInflow,DirectInvestOutflow,DirectInvestInflow,RealEstateOutflow,RealEstateInflow,VAT,PersonalIncomeTax,CorporateIncomeTax,IncomeProductivity,VATProductivity,Privatization1,Privatization2,FiringCost,NewFiringCost,HiringFlexibility,WorkingHoursFlexibility,SocialSecurityCost,MinimumWage,DualExchangeRate,NewMinimumWage
Ecuador,2002,0.412804574,,11.89,6.39,6.93919212,4,4,3,0,1,0,0,0,0,0,0.5,0,0.5,0,0,1,1,1,1,1,1,0,0,0,0,12,25,25,0.107802623,0.508364648,0.090166385,0.080563396,3.968713654,3.968713654,3,1,19.49999999,0.840803206,0,0.840803206
Ecuador,2003,0.473406672,51.6,11.89,6.395,4.620649394,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,12,25,25,0.10974776,0.477723567,0.103088138,1.131876826,3.968713654,3.968713654,3,1,19.49999999,0.846275687,0,0.846275687
Ecuador,2004,0.818193734,47.4,11.89,6.4,4.624165106,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,25,25,0.115837663,0.442984319,0.109088942,0.535367906,3.968713654,3.968713654,3,1,19.49999999,0.788882136,0,0.788882136
Ecuador,2005,0.878795862,38.1,11.74,6.58,5.189196292,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,25,25,0.135479101,0.420555548,0.129277136,1.796801686,3.968713654,3.968713654,3,1,19.49999999,0.737236977,1,0.737236977
Ecuador,2006,0.939397931,31.8,11.74,6.57,5.431234454,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,12,25,25,0.144916457,0.417408933,0.151475908,1.978118777,3.968713654,3.968713654,3,1,19.49999999,0.708889663,1,0.708889663
Ecuador,2007,1,29.2,11.74,6.57,5.983012555,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,12,25,25,0.154429623,0.431120674,0.160545528,0.809092283,3.968713654,3.968713654,3,1,19.49999999,0.74872458,1,0.74872458
Ecuador,2008,1,35.3,11.29,9.15,8.636142628,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,12,35,25,0.145687226,0.415898189,0.180138387,1.719648123,3.968713654,3.968713654,3,1,19.49999999,0.69565177,1,0.69565177
Ecuador,2009,0.939397931,35.1,11.2,11.9,9.061402702,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,12,35,25,0.163504657,0.465070628,0.185118986,0.414429456,3.968713654,3.968713654,3,1,19.49999999,0.798931003,1,0.798931003
Ecuador,2010,0.878795862,32.6,9.33,,,2,2,0,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,12,35,25,,,,0.343036085,,3.968713654,3,1,19,,1,0.618383825
Ecuador,2011,0.570198417,28.8,7.38,,,2,2,0,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,12,35,24,,,,0.411974967,,3.968713654,3,1,19,,1,0.606504142
Ecuador,2012,0.509596288,29.9,7.27,,,2,2,0,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,12,35,23,,,,0.340519249,,3.968713654,3,1,19,,1,0.614503086
Ecuador,2013,0.448994219,25.3,,,,2,2,0,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,1,0,1,0,0,0,0,0,12,35,22,,,,0.684243679,,3.968713654,3,1,19,,1,0.628232718
Ecuador,2014,0.448994219,24,7.61,,,2,2,0,,,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,1,0,1,0,1,0,0,0,0,0,12,35,22,,,,0.50169754,,3.968713654,3,1,,,1,
ElSalvador,1985,0,,,,23.2915644,,23.2915644,0,0,0,,,,,,,,,,,,,,,,,,,,,,60,35,0.052790497,,0,,3.12724763,3.12724763,3,2,12.79999998,2.322152615,,2.322152615
ElSalvador,1986,0,,22.68431373,12.26466118,16.62839686,,16.62839686,0,0,0,,,,,,,,,,,,,,,,,,,,,,60,35,0.070431198,,0,,3.12724763,3.12724763,3,2,12.79999998,1.308228016,,1.308228016
ElSalvador,1987,0,,20.81039216,11.29321184,22.82531723,,22.82531723,0,0,0,,,,,,,,,,,,,,,,,,,,,,60,35,0.062250648,,0,,3.12724763,3.12724763,3,2,12.79999998,1.272886634,,1.272886634
ElSalvador,1988,0,,20.81039216,11.29321184,26.29630247,,26.29630247,0,0,0,,,,,,,,,,,,,,,,,,,,,,60,35,0.054160615,,0,,3.12724763,3.12724763,3,2,12.79999998,1.217475414,,1.217475414
ElSalvador,1989,0,,15.78039216,8.685457697,24.13967772,,24.13967772,0,0,0,,,,,,,,,,,,,,,,,,,,,,60,35,0.047119287,,0,,3.12724763,3.12724763,3,2,12.79999998,1.393921614,,1.393921614
ElSalvador,1990,0,,15.78039216,8.685457697,27.18766256,,27.18766256,1,0,0,,,,,,,,,,,,,,,,,,,,,,50,30,0.049678185,,0,,3.12724763,3.12724763,3,2,12.79999998,1.18009603,,1.18009603
ElSalvador,1991,0,,15.78039216,8.685457697,25.83945529,,25.83945529,1,0,0,,,,,,,,,,,,,,,,,,,,,,50,30,0.056392393,,0,,3.12724763,3.12724763,3,2,12.79999998,1.005742192,,1.005742192
ElSalvador,1992,0.164809227,,15.78039216,8.685457697,23.6009833,,23.6009833,3,0,0,,,,,,,,,,,,,,,,,,,,,10,60,35,0.044865047,0.199678516,0,,3.12724763,3.12724763,3,2,12.79999998,0.977055073,,0.977055073
ElSalvador,1993,0.412804574,,12.92019608,7.202646118,27.41849039,,27.41849039,3,0,0,,,,,,,,,,,,,,,,,,,,,10,30,25,0.082758982,0.226066428,0,,3.12724763,3.12724763,3,2,12.79999998,1.005303979,,1.005303979
ElSalvador,1994,0.412804574,,9.961372549,5.668700329,27.79429182,,27.79429182,3,0,0,,,,,,,,,,,,,,,,,,,,,10,25,25,0.099386564,0.227086773,0,,3.12724763,3.12724763,3,2,14.49999998,0.952026665,,0.952026665
ElSalvador,1995,0.412804574,,10.06,7.65,27.49229932,,27.49229932,3,0,1,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,13,30,25,0.115400625,0.195815755,0.011157308,1.115730762,3.12724763,3.12724763,3,2,14.49999998,0.903560698,,0.903560698
ElSalvador,1996,0.757591665,,8.08,9.09,26.44512137,,26.44512137,3,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,25,0.107693189,0.20554753,0.015519675,0.436236739,3.12724763,3.12724763,3,2,14.49999998,0.887719393,,0.887719393
ElSalvador,1997,0.818193734,,8.08,9.09,26.40703283,,26.40703283,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,25,0.105485146,0.210874018,0.017360766,0.184109136,3.12724763,3.12724763,3,2,18.99999998,0.829477429,,0.829477429
ElSalvador,1998,0.878795862,,5.19,7.93,26.45227734,,26.45227734,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,25,0.106380079,0.220352039,0.09738808,8.002731323,3.12724763,3.12724763,3,2,17.49999998,0.821522295,,0.821522295
ElSalvador,1999,0.939397931,,5.19,8.46,27.11452479,,27.11452479,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,25,0.114505181,0.216284803,0.136530619,3.91425395,3.12724763,3.12724763,3,2,18.99999998,0.818955719,0,0.818955719
ElSalvador,2000,1,,7.12,8.99,14.01784141,,14.01784141,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,25,0.118802479,0.214024174,0.157651213,2.112059355,3.12724763,3.12724763,3,2,19.99999998,0.781305373,0,0.781305373
ElSalvador,2001,1,,7.22,8.98,14.20854174,21.66666667,14.20854174,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,30,25,0.113571371,0.22871404,0.172756153,1.510493994,3.12724763,3.12724763,3,2,20.99999998,0.747176051,0,0.747176051
ElSalvador,2002,1,,6.89,8.58,13.05881403,21.66666667,13.05881403,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,30,25,0.116207473,0.230120385,0.182150353,0.939419985,3.12724763,3.12724763,3,2,21.49999998,0.724193275,0,0.724193275
ElSalvador,2003,1,129.3,7.09,8.76,17.92896075,21.66666667,17.92896075,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,30,25,0.121536767,0.235592756,0.185892037,0.374168426,3.12724763,3.12724763,3,2,21.49999998,0.737046242,0,0.737046242
ElSalvador,2004,1,129.9,7.29,8.94,15.08323019,21.66666667,15.08323019,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,30,25,0.122844057,0.228181669,0.209046427,2.315438986,3.12724763,3.12724763,3,2,21.49999998,0.726375461,0,0.726375461
ElSalvador,2005,1,119.7,5.9,7.53,14.68954639,21.66666667,14.68954639,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,30,25,0.141171451,0.238668373,0.218002891,0.895646393,3.12724763,3.12724763,3,2,21.49999998,0.674634635,0,0.674634635
ElSalvador,2006,1,79.3,7.22,9.44,13.3558061,21.66666667,13.3558061,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,30,25,0.15273216,0.258714267,0.227247825,0.924493432,3.12724763,3.12724763,3,2,21.49999998,0.645645559,0,0.645645559
ElSalvador,2007,1,74.7,5.86,8.06,15.05779889,21.66666667,15.05779889,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,30,25,0.166553867,0.247114293,0.247714478,2.046665192,3.12724763,3.12724763,3,2,21.49999998,0.632054925,0,0.632054925
ElSalvador,2008,1,54.9,5.89,8.99,16.65604532,21.66666667,16.65604532,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,30,25,0.16516514,0.239669961,0.258530585,1.67607677,3.12724763,3.12724763,3,2,21.49999998,0.634207666,0,0.634207666
ElSalvador,2009,0.939397931,42.9,5.87,8.97,16.67966614,21.66666667,16.67966614,3,0,2,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,1,0,0,13,30,25,0.163580785,0.229311597,0.262746257,0.421567202,3.12724763,3.12724763,3,2,21.49999998,0.727631569,0,0.727631569
ElSalvador,2010,0.878795862,44.4,5.09,,,21.66666667,,3,,,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,1,0,0,13,30,25,,,,0.708272815,,3.12724763,3,2,20.8,,0,0.595420837
ElSalvador,2011,0.818193734,44.9,5.2,,,21.66666667,,3,,,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,1,0,0,13,30,25,,,,0.541077852,,3.12724763,3,2,20.8,,0,0.596649587
ElSalvador,2012,0.757591665,45,4.16,,,,,3,,,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,1,0,0,13,30,30,,,,0.730674922,,3.12724763,3,2,,,0,0.581377506
ElSalvador,2013,0.696989596,44.6,4.29,,,,,3,,,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,1,0,0,13,30,30,,,,1.111663222,,3.12724763,3,2,24,,0,0.59418726
ElSalvador,2014,0.696989596,43.9,4,,,,,3,,,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,1,0,0,13,30,30,,,,0.807050288,,3.12724763,3,2,24,,0,
Guatemala,1985,0,,41.875,25.72713467,23.98992834,,23.98992834,0,0,0,,,,,,,,,,,,,,,,,,,,,7,48,42,0.021983486,0.157189905,0,,2.895589972,2.895589972,3,1,15.49999998,,,
Guatemala,1986,0,,41.875,25.72713467,26.16896497,,26.16896497,0,0,0,,,,,,,,,,,,,,,,,,,,,7,48,42,0.024273155,0.162612395,0,,2.895589972,2.895589972,3,1,15.49999998,,,
Guatemala,1987,0,,20.9375,13.11239733,19.99285438,,19.99285438,0,0,0,,,,,,,,,,,,,,,,,,,,,7,48,42,0.032132886,0.186334241,0,,2.895589972,2.895589972,3,1,15.49999998,,,
Guatemala,1988,0.164809227,,20.9375,13.11239733,21.65072653,,21.65072653,0,0,0,,,,,,,,,,,,,,,,,,,,,7,34,34,0.060168913,0.194163784,0,,2.895589972,2.895589972,3,1,15.49999998,,,
Guatemala,1989,0.473406672,,13.4,8.5711654,21.01683241,,21.01683241,1,0,0,,,,,,,,,,,,,,,,,,,,,7,34,34,0.050702375,0.194403354,0,,2.895589972,2.895589972,3,1,15.49999998,,,
Guatemala,1990,0.369199544,,13.4,8.5711654,22.1231391,,22.1231391,3,0,0,,,,,,,,,,,,,,,,,,,,,7,34,34,0.043452697,0.17972554,0,,2.895589972,2.895589972,3,1,15.49999998,,,
Guatemala,1991,0.429801643,,13.4,8.5711654,21.40225624,,21.40225624,3,0,0,,,,,,,,,,,,,,,,,,,,,7,34,34,0.087521267,0.180100958,0,,2.895589972,2.895589972,3,1,15.49999998,,,
Guatemala,1992,0.490403712,,13.4,8.5711654,16.28421531,14.6,16.28421531,3,0,0,,,,,,,,,,,,,,,,,,,,,7,34,34,0.054687631,0.210294949,0,,2.895589972,2.895589972,3,1,16.49999996,,,
Guatemala,1993,0.551005781,,13.4,8.5711654,21.47840285,14.6,21.47840285,3,0,0,,,,,,,,,,,,,,,,,,,,,7,25,25,0.074033224,0.208625107,0,,2.895589972,2.895589972,3,1,16.49999996,,,
Guatemala,1994,0.715815008,,9.045,5.947315133,17.35567343,14.6,17.35567343,3,0,0,,,,,,,,,,,,,,,,,,,,,7,25,25,0.045692134,0.18167372,0.008446357,0.770224035,2.895589972,2.895589972,3,1,16.49999996,,,
Guatemala,1995,0.715815008,,10.05,7.45,14.71331174,14.6,14.71331174,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,30,25,0.058294323,0.2118207,0.012561941,0.373884887,2.895589972,2.895589972,3,1,16.49999996,,,
Guatemala,1996,0.715815008,,9.275,9.25,17.09090909,14.6,17.09090909,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,30,25,0.075761195,0.209107497,0.037771449,2.268467426,2.895589972,2.895589972,3,1,16.49999996,0.675018728,,0.675018728
Guatemala,1997,0.715815008,,8.5,9.25,33.89648541,14.6,33.89648541,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,30,35,0.063888347,0.222122513,0.051451182,1.237312078,2.895589972,2.895589972,3,1,16.49999996,0.61463815,,0.61463815
Guatemala,1998,0.715815008,,8.19,9.55,23.89659856,14.6,23.89659856,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,30,35,0.058810193,0.207790376,0.137574458,7.684980869,2.895589972,2.895589972,3,1,16.49999996,0.610809863,,0.610809863
Guatemala,1999,0.715815008,,7.64,8.96,15.18034295,14.6,15.18034295,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,30,35,0.065843364,0.234394267,0.167896344,2.729679108,2.895589972,2.895589972,3,1,16.49999996,0.630954742,0,0.630954742
Guatemala,2000,0.715815008,,7.09,8.37,18.91699767,14.6,18.91699767,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,31,25,0.078582183,0.231054112,0.17644919,0.762030482,2.895589972,2.895589972,3,1,16.49999996,0.643623173,0,0.643623173
Guatemala,2001,1,,6.77,7.89,16.62188874,14.6,16.62188874,3,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,31,31,0.084612796,0.253689053,0.179373883,0.292469531,2.895589972,2.895589972,3,1,16.49999996,0.778374195,0,0.778374195
Guatemala,2002,1,,6.2,7.09,22.22386499,14.6,22.22386499,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,31,0.10077027,0.272169029,0.18848989,0.91161108,2.895589972,2.895589972,3,1,16.49999996,0.784776151,0,0.784776151
Guatemala,2003,1,65.6,5.96,6.88,12.45192138,14.6,12.45192138,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,31,0.097289256,0.256347258,0.190784851,0.229497701,2.895589972,2.895589972,3,1,17.49999996,0.853075445,0,0.853075445
Guatemala,2004,1,62.8,5.72,6.67,13.28610163,14.6,13.28610163,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,31,0.090919212,0.2263504,0.195324749,0.453990191,2.895589972,2.895589972,3,1,17.49999996,0.93147397,0,0.93147397
Guatemala,2005,1,58.4,5.61,6.46,12.66351653,14.6,12.66351653,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,31,0.093930193,0.19433284,0.199730994,0.593501747,2.895589972,2.895589972,3,1,17.49999996,0.874541998,0,0.874541998
Guatemala,2006,1,52.1,5.59,6.455,13.94270655,14.6,13.94270655,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,31,0.107324489,0.206352905,0.210084556,1.056853414,2.895589972,2.895589972,3,1,17.49999996,0.89023459,0,0.89023459
Guatemala,2007,1,49.9,5.57,6.45,13.44617303,14.6,13.44617303,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,31,0.106646819,0.244128649,0.231510344,2.142578125,2.895589972,2.895589972,3,1,17.49999996,0.839579463,0,0.839579463
Guatemala,2008,1,53.4,5.56,6.44,12.71259457,14.6,12.71259457,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,31,0.105731131,0.221168679,0.2450959,1.35858047,2.895589972,2.895589972,3,1,17.49999996,0.806584656,0,0.806584656
Guatemala,2009,1,47.8,5.57,6.49,12.99351911,14.6,12.99351911,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,31,0.101800688,0.210046516,0.250570504,0.546727419,2.895589972,2.895589972,3,1,17.49999996,0.851480186,0,0.851480186
Guatemala,2010,1,49.1,4.08,,,14.6,,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,31,,,,2.348927975,,2.895589972,3,1,,,0,1.024334788
Guatemala,2011,1,52.5,4.05,,,14.6,,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,31,,,,0.251391351,,2.895589972,3,1,11.5,,0,1.051875353
Guatemala,2012,1,48.1,3.87,,,14.6,,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,31,,,,1.264575243,,2.895589972,3,1,,,0,1.069948912
Guatemala,2013,1,46.4,3.83,,,14.6,,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,31,,,,1.85771358,,2.895589972,3,1,15.5,,0,1.064502478
Guatemala,2014,1,26,3.51,,,14.6,,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,28,,,,1.375967383,,2.895589972,3,1,15.5,,0,
Honduras,1985,0.164809227,,51.3662963,,10.2898993,,10.2898993,0,0,0,,,,,,,,,,,,,,,,,,,,,5,46,46,0.060237913,0.412331472,0,,3.100423292,3.100423292,3,1,13.00000004,1.189194083,,1.189194083
Honduras,1986,0.164809227,,32.85481481,,9.246142865,,9.246142865,0,0,0,,,,,,,,,,,,,,,,,,,,,5,46,46,0.059885672,0.397705765,0,,3.100423292,3.100423292,3,1,13.00000004,1.171000719,,1.171000719
Honduras,1987,0.164809227,,31.87407407,,7.197943445,,7.197943445,0,0,0,,,,,,,,,,,,,,,,,,,,,5,46,46,0.065413647,0.425199332,0,,3.100423292,3.100423292,3,1,13.00000004,1.106313944,,1.106313944
Honduras,1988,0,,24.39592593,,9.402888204,,9.402888204,0,0,0,,,,,,,,,,,,,,,,,,,,,5,46,46,0.067136228,0.465556138,0,,3.100423292,3.100423292,3,1,13.00000004,1.19141233,,1.19141233
Honduras,1989,0,,21.08592593,21.84329387,11.5475028,,11.5475028,0,0,0,,,,,,,,,,,,,,,,,,,,,5,46,46,0.06378434,0.534625025,0,,3.100423292,3.100423292,3,1,13.00000004,1.366243482,,1.366243482
Honduras,1990,0,,12.25925926,,9.835755493,,9.835755493,0,0,0,,,,,,,,,,,,,,,,,,,,,5,46,46,0.06260196,0.819668218,0,,3.489402553,3.489402553,3,1,13.00000004,1.143317938,,1.143317938
Honduras,1991,0,,11.89148148,,12.77522018,,12.77522018,0,0,0,,,,,,,,,,,,,,,,,,,,,7,46,40.3,0.074255626,0.612467108,0,,3.489402553,3.489402553,3,1,13.00000004,1.126792192,,1.126792192
Honduras,1992,0,,11.89148148,,14.11258874,,14.11258874,3,0,0,,,,,,,,,,,,,,,,,,,,,7,46,40.3,0.08891535,0.626312186,0,,3.489402553,3.489402553,3,1,13.00000004,1.216854215,,1.216854215
Honduras,1993,0.473406672,,11.89148148,,9.158424942,,9.158424942,3,0,0,,,,,,,,,,,,,,,,,,,,,7,46,40.3,0.081979855,0.676283016,0,,3.489402553,3.489402553,3,1,13.00000004,1.163849831,,1.163849831
Honduras,1994,0.534008741,,11.89148148,,11.83913107,,11.83913107,3,0,0,,,,,,,,,,,,,,,,,,,,,7,46,40.3,0.073835279,0.69859146,0.017094955,2.039415121,3.489402553,3.489402553,3,1,13.00000004,0.969235361,,0.969235361
Honduras,1995,0.59461087,,9.93,7.52,13.87107586,,13.87107586,3,0,0,,,,,,,,,,,,,,,,,,,,,7,46,40.3,0.097930277,0.778790042,0.022514996,0.646884561,3.489402553,3.489402553,3,1,13.00000004,0.967693031,,0.967693031
Honduras,1996,0.429801643,,,5.539813026,16.21888152,,16.21888152,3,0,0,,,,,,,,,,,,,,,,,,,,,7,30,40.3,0.100106429,0.779212341,0.025236087,0.324736714,3.489402553,3.489402553,3,1,13.00000004,0.963160396,,0.963160396
Honduras,1997,0.429801643,,,5.539813026,26.52039872,,26.52039872,3,0,0,,,,,,,,,,,,,,,,,,,,,7,30,40.25,0.094002893,0.836021975,0.029731052,0.536113262,3.489402553,3.489402553,3,1,13.00000004,0.988500655,,0.988500655
Honduras,1998,0.369199544,,,5.539813026,25.84706338,,25.84706338,3,0,1,,,,,,,,,,,,,,,,,,,,,7,30,40,0.109887267,1.056832364,0.044781512,1.795388818,3.489402553,3.489402553,3,1,13.00000004,1.019075394,,1.019075394
Honduras,1999,0.473406672,,7.55,7.96,20.32203446,,20.32203446,3,0,1,,,,,,,,,,,,,,,,,,,,,12,30,25,0.116597564,0.735044262,0.047448551,0.318284988,3.489402553,3.489402553,3,1,13.00000004,1.044328451,0,1.044328451
Honduras,2000,0.412804574,,7.27,7.61,13.69853606,,13.69853606,3,0,1,,,,,,,,,,,,,,,,,,,,,12,25,25,0.111950611,0.568301776,0.06516545,1.781707644,3.489402553,3.489402553,3,1,13.00000004,0.90006876,0,0.90006876
Honduras,2001,0.412804574,,6.91,7.16,12.33228356,31.75,12.33228356,3,0,1,,,,,,,,,,,,,,,,,,,,,12,25,25,0.120156378,0.518583826,0.093353183,2.834864855,3.489402553,3.489402553,3,1,13.00000004,0.967713475,0,0.967713475
Honduras,2002,0.412804574,,5.89,6.73,14.90853643,31,14.90853643,3,0,1,,,,,,,,,,,,,,,,,,,,,12,25,25,0.117401814,0.520390126,0.094197437,0.084871784,3.489402553,3.489402553,3,1,13.00000004,0.991831362,0,0.991831362
Honduras,2003,0.412804574,71.5,5.89,6.75,13.7386249,30.4375,13.7386249,3,0,1,,,,,,,,,,,,,,,,,,,,,12,30,25,0.112127339,0.568122571,0.145357087,5.144791603,3.489402553,3.489402553,3,1,13.00000004,1.002280951,0,1.002280951
Honduras,2004,0.412804574,66.8,5.89,6.77,13.69150668,30.9375,13.69150668,3,0,1,,,,,,,,,,,,,,,,,,,,,12,30,25,0.135831576,0.579379963,0.146996288,0.164839029,3.489402553,3.489402553,3,1,13.00000004,1.001013994,0,1.001013994
Honduras,2005,0.412804574,64.1,5.59,6.59,14.2130166,32,14.2130166,3,0,1,,,,,,,,,,,,,,,,,,,,,12,25,30,0.142125126,0.575718492,0.151185972,0.420800775,3.489402553,3.489402553,3,1,13.20000004,0.99485755,0,0.99485755
Honduras,2006,0.412804574,59,5.6,7.24,14.27207347,25.375,14.27207347,3,0,2,,,,,,,,,,,,,,,,,,,,,12,25,30,0.166766923,0.603104321,0.159384879,0.822745979,3.489402553,3.489402553,3,1,13.20000004,0.994017661,0,0.994017661
Honduras,2007,0.412804574,58,5.61,7.89,14.13425925,25,14.13425925,3,0,2,,,,,,,,,,,,,,,,,,,,,12,25,30,0.186740766,0.653401891,0.178066244,1.879352927,3.489402553,3.489402553,3,1,13.20000004,0.984037519,0,0.984037519
Honduras,2008,0.696989596,50.9,5.63,7.91,13.19108133,23.4375,13.19108133,3,0,2,,,,,,,,,,,,,,,,,,,,,12,25,30,0.186275506,0.658164766,0.202203076,2.639648438,3.489402553,3.489402553,3,1,13.20000004,0.991790891,0,0.991790891
Honduras,2009,0.412804574,45.6,5.58,7.87,14.13509558,18,14.13509558,3,0,2,,,,,,,,,,,,,,,,,,,,,12,25,25,0.189256657,0.561242699,0.221783629,1.89614439,3.53264853,3.53264853,3,1,13.20000004,1.582231283,0,1.582231283
Honduras,2010,0.164809227,45.7,6.5,,,21,,3,,,,,,,,,,,,,,,,,,,,,,,12,25,35,,,,2.023442268,,3.53264853,3,1,,,0,1.654790878
Honduras,2011,0.164809227,45.3,6.5,,,21,,3,0.2,,,,,,,,,,,,,,,,,,,,,,12,25,35,,,,1.986977696,,3.53264853,3,1,10.7,,1,1.599135756
Honduras,2012,0.164809227,44.3,6.4,,,,,3,0.2,,,,,,,,,,,,,,,,,,,,,,12,25,31,,,,0.066923559,,3.53264853,3,1,10.7,,1,1.589237213
Honduras,2013,0.164809227,43.9,6.4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,12,25,30,,,,9.423976898,,3.53264853,3,1,10.7,,1,1.633934259
Honduras,2014,0.164809227,43.3,,,,,,3,0.2,,,,,,,,,,,,,,,,,,,,,,15,25,30,,,,4.120023251,,3.53264853,3,1,,,0,
Mexico,1985,0.060602106,,35.47938931,15.18121622,38.8078207,,38.8078207,0,0,0,,,,,,,,,,,,,,,,,,,,,15,55,42,0.078589278,0.296084756,0,,3.667825744,3.667825744,3,3,27.00000007,0.612198472,,0.612198472
Mexico,1986,0,,29.00961832,14.07755556,29.56049919,,29.56049919,0,0,0,,,,,,,,,,,,,,,,,,,,,15,55,42,0.080506087,0.279056571,0,,3.667825744,3.667825744,3,3,24.70000007,0.635052681,,0.635052681
