country,election_yr,regime,elec_id,date,initial_year,end_year,bloc,actor.type,presidential,upper,n.votes,family,elecrule,sa.formula,tier1_formula,tier2_formula,seats,dm,tier1_avemag,tier1_districts,upper_tier_seats,thresh,legal_threshold,legal_threshold_based_on,Carey_Hix_mean_dm,eff_thresh,maxeffleg
Honduras,2005,2,P-HON-2005-11-27,27-Nov-05,1971,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Honduras,2009,2,P-HON-2009-11-29,29-Nov-09,1971,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Honduras,2013,2,P-HON-2013-11-24,24-Nov-13,1971,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Mexico,2000,2,P-MEX-2000-7-2,2-Jul-00,1994,2012,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Mexico,2006,2,P-MEX-2006-7-2,2-Jul-06,1994,2012,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Mexico,2012,2,P-MEX-2012-7-1,1-Jul-12,1994,2012,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Nicaragua,1984,2,P-NIC-1984-11-4,4-Nov-84,1984,1990,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Nicaragua,1990,2,P-NIC-1990-2-25,25-Feb-90,1984,1990,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Nicaragua,1996,2,P-NIC-1996-10-20,20-Oct-96,1996,2011,2,president,1,0,1,Majoritarian,2,majority,3,,1,1,1,1,,0.45,0.45,Share of votes to win 1rst round,1,0.375,45
Nicaragua,2001,2,P-NIC-2001-11-4,4-Nov-01,1996,2011,2,president,1,0,1,Majoritarian,2,majority,3,,1,1,1,1,,0.4,0.4,Share of votes to win 1rst round,1,0.375,40
Nicaragua,2006,2,P-NIC-2006-11-5,5-Nov-06,1996,2011,2,president,1,0,1,Majoritarian,2,majority,3,,1,1,1,1,,0.4,0.4,Share of votes to win 1rst round,1,0.375,40
Nicaragua,2011,2,P-NIC-2011-11-6,6-Nov-11,1996,2011,2,president,1,0,1,Majoritarian,2,majority,3,,1,1,1,1,,0.4,0.4,Share of votes to win 1rst round,1,0.375,40
Panama,1989,2,P-PAN-1989-5-7,7-May-89,1989,2014,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Panama,1994,2,P-PAN-1994-5-8,8-May-94,1989,2014,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Panama,1999,2,P-PAN-1999-5-2,2-May-99,1989,2014,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Panama,2004,2,P-PAN-2004-5-2,2-May-04,1989,2014,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Panama,2009,2,P-PAN-2009-5-3,3-May-09,1989,2014,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Panama,2014,2,P-PAN-2014-5-4,"May 4,2014",1989,2014,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Paraguay,1989,2,P-PAR-1989-5-1,1-May-89,1989,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Paraguay,1993,2,P-PAR-1993-5-9,9-May-93,1989,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Paraguay,1998,2,P-PAR-1998-5-10,10-May-98,1989,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Paraguay,2003,2,P-PAR-2003-4-27,27-Apr-03,1989,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Paraguay,2008,2,P-PAR-2008-4-20,20-Apr-08,1989,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Paraguay,2013,2,P-PAR-2013-4-21,21-Apr-13,1989,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Peru,1980,2,P-PER-1980-5-18,18-May-80,1980,1980,1,president,1,0,1,Majoritarian,2,majority,3,,1,1,1,1,,0.3,0.3,Share of votes to win 1rst round,1,0.375,37.5
Peru,1985,2,P-PER-1985-4-14,14-Apr-85,1985,2011,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Peru,1990,3,P-PER-1990-6-10,10-Jun-90,1985,2011,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Peru,2001,2,P-PER-2001-4-8,8-Apr-01,1985,2011,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Peru,2006,2,P-PER-2006-4-9,9-Apr-06,1985,2011,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Peru,2011,2,P-PER-2011-4-10,10-Apr-11,1985,2011,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Uruguay,1971,2,P-URU-1971-11-28,28-Nov-71,1971,1989,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Uruguay,1984,2,P-URU-1984-11-25,25-Nov-84,1971,1989,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Uruguay,1989,2,P-URU-1989-11-26,26-Nov-89,1971,1989,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Uruguay,1994,2,P-URU-1994-11-27,27-Nov-94,1994,2014,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Uruguay,1999,2,P-URU-1999-10-31,31-Oct-99,1994,2014,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Uruguay,2004,2,P-URU-2004-10-31,31-Oct-04,1994,2014,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Uruguay,2009,2,P-URU-2009-10-25,25-Oct-09,1994,2014,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Uruguay,2014,2,P-URU-2014-10-26,26-Oct-14,1994,2014,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Venezuela,1973,2,P-VEN-1973-12-9,9-Dec-73,1973,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Venezuela,1978,2,P-VEN-1978-12-3,3-Dec-78,1973,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Venezuela,1983,2,P-VEN-1983-12-4,4-Dec-83,1973,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Venezuela,1988,2,P-VEN-1988-12-4,4-Dec-88,1973,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Venezuela,1993,2,P-VEN-1993-12-5,5-Dec-93,1973,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Venezuela,1998,2,P-VEN-1998-12-6,6-Dec-98,1973,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Venezuela,2000,2,P-VEN-2000-7-30,30-Jul-00,1973,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Venezuela,2006,2,P-VEN-2006-12-3,3-Dec-06,1973,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Venezuela,2012,2,P-VEN-2012-10-27,27-Oct-12,1973,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Venezuela,2013,2,P-VEN-2013-4-14,14-Apr-13,1973,2013,1,president,1,0,1,Majoritarian,1,plurality,1,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Argentina,2001,2,U-ARG-2001-10-14,14-Oct-01,2001,2015,2,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,72,3,3,24,0,0,0,Share of votes,3,18.75,18.75
Argentina,2003,2,U-ARG-2003-4-27,27-Apr-03,2001,2015,2,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,72,3,3,24,0,0,0,Share of votes,3,18.75,18.75
Argentina,2005,2,U-ARG-2005-10-23,23-Oct-05,2001,2015,2,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,72,3,3,24,0,0,0,Share of votes,3,18.75,18.75
Argentina,2007,2,U-ARG-2007-10-28,28-Oct-07,2001,2015,2,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,72,3,3,24,0,0,0,Share of votes,3,18.75,18.75
Argentina,2009,2,U-ARG-2009-6-28,28-Jun-09,2001,2015,2,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,72,3,3,24,0,0,0,Share of votes,3,18.75,18.75
Argentina,2011,2,U-ARG-2011-10-23,23-Oct-11,2001,2015,2,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,72,3,3,24,0,0,0,Share of votes,3,18.75,18.75
Argentina,2013,2,U-ARG-2013-10-27,27-Oct-13,2001,2015,2,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,72,3,3,24,0,0,0,Share of votes,3,18.75,18.75
Argentina,2015,2,U-ARG-2015-10-23,23-Oct-15,2001,2015,2,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,72,3,3,24,0,0,0,Share of votes,3,18.75,18.75
Bolivia,1979,2,U-BOL-1979-7-1,1-Jul-79,1979,2005,1,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,27,3,3,9,0,0,0,Share of votes,3,18.75,18.75
Bolivia,1980,2,U-BOL-1980-6-29,29-Jun-80,1979,2005,1,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,27,3,3,9,0,0,0,Share of votes,3,18.75,18.75
Bolivia,1985,2,U-BOL-1985-7-14,14-Jul-85,1979,2005,1,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,27,3,3,9,0,0,0,Share of votes,3,18.75,18.75
Bolivia,1989,2,U-BOL-1989-5-7,7-May-89,1979,2005,1,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,27,3,3,9,0,0,0,Share of votes,3,18.75,18.75
Bolivia,1993,2,U-BOL-1993-6-6,6-Jun-93,1979,2005,1,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,27,3,3,9,0,0,0,Share of votes,3,18.75,18.75
Bolivia,1997,2,U-BOL-1997-6-1,1-Jun-97,1979,2005,1,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,27,3,3,9,0,0,0,Share of votes,3,18.75,18.75
Bolivia,2002,2,U-BOL-2002-6-30,30-Jun-02,1979,2005,1,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,27,3,3,9,0,0,0,Share of votes,3,18.75,18.75
Bolivia,2005,2,U-BOL-2005-12-18,18-Dec-05,1979,2008,1,senate,0,1,1,Majoritarian,9,limited_nom,0.5,0,27,3,3,9,0,0,0,Share of votes,3,18.75,18.75
Bolivia,2009,2,U-BOL-2009-12-6,6-Dec-09,2009,2014,2,senate,0,1,1,PR,9,dhondt,25,0,36,4,4,9,0,0,0,Share of votes,4,15,15
Bolivia,2014,2,U-BOL-2014-10-12,12-Oct-14,2009,2014,2,senate,0,1,1,PR,9,dhondt,25,0,36,4,4,9,0,0,0,Share of votes,4,15,15
Brazil,1982,2,U-BRA-1982-11-15,15-Nov-82,1982,1986,1,senate,0,1,1,Majoritarian,1,plurality,1,0,69,1,1,23,0,0,0,Share of votes,3,18.75,18.75
Brazil,1986,2,U-BRA-1986-11-15,15-Nov-86,1986,1990,2,senate,0,1,2,Majoritarian,5,plurality,1,0,72,2,2,24,0,0,0,Share of votes,3,18.75,18.75
Brazil,1990,2,U-BRA-1990-10-3,3-Oct-90,1990,1994,1,senate,0,1,1,Majoritarian,1,plurality,1,0,81,1,1,27,0,0,0,Share of votes,3,18.75,18.75
Brazil,1994,2,U-BRA-1994-10-3,3-Oct-94,1994,1998,2,senate,0,1,2,Majoritarian,5,plurality,1,0,81,2,2,27,0,0,0,Share of votes,3,18.75,18.75
Brazil,1998,2,U-BRA-1998-10-4,4-Oct-98,1998,2002,1,senate,0,1,1,Majoritarian,1,plurality,1,0,81,1,1,27,0,0,0,Share of votes,3,18.75,18.75
Brazil,2002,2,U-BRA-2002-10-6,6-Oct-02,2002,2006,2,senate,0,1,2,Majoritarian,5,plurality,1,0,81,2,2,27,0,0,0,Share of votes,3,18.75,18.75
Brazil,2006,2,U-BRA-2006-10-1,1-Oct-06,2006,2010,1,senate,0,1,1,Majoritarian,1,plurality,1,0,81,1,1,27,0,0,0,Share of votes,3,18.75,18.75
Brazil,2010,2,U-BRA-2010-10-3,3-Oct-10,2010,2014,2,senate,0,1,2,Majoritarian,5,plurality,1,0,81,2,2,27,0,0,0,Share of votes,3,18.75,18.75
Brazil,2014,2,U-BRA-2014-10-5,5-Oct-14,2014,2015,1,senate,0,1,1,Majoritarian,1,plurality,1,0,81,1,1,27,0,0,0,Share of votes,3,18.75,18.75
Chile,1973,2,U-CHL-1973-3-4,4-Mar-73,1973,1973,1,senate,0,1,1,PR,9,dhondt,25,0,50,5,5,10,0,0,0,Share of votes,5,12.5,12.5
Chile,1989,2,U-CHL-1989-12-11,11-Dec-89,1989,2001,2,senate,0,1,1,PR,9,dhondt,25,0,46,2,2,19,8,0,0,Share of votes,2,25,25
Chile,1993,2,U-CHL-1993-12-11,11-Dec-93,1989,2001,2,senate,0,1,1,PR,9,dhondt,25,0,46,2,2,19,8,0,0,Share of votes,2,25,25
Chile,1997,2,U-CHL-1997-12-11,11-Dec-97,1989,2001,2,senate,0,1,1,PR,9,dhondt,25,0,48,2,2,19,10,0,0,Share of votes,2,25,25
Chile,2001,2,U-CHL-2001-12-16,16-Dec-01,1989,2004,2,senate,0,1,1,PR,9,dhondt,25,0,49,2,2,19,11,0,0,Share of votes,2,25,25
Chile,2005,2,U-CHL-2005-12-11,11-Dec-05,2005,2013,3,senate,0,1,1,PR,9,dhondt,25,0,38,2,2,19,0,0,0,Share of votes,2,25,25
Chile,2009,2,U-CHL-2009-12-13,13-Dec-09,2005,2013,3,senate,0,1,1,PR,9,dhondt,25,0,38,2,2,19,0,0,0,Share of votes,2,25,25
Chile,2013,2,U-CHL-2013-11-17,17-Nov-13,2005,2013,3,senate,0,1,1,PR,9,dhondt,25,0,38,2,2,19,0,0,0,Share of votes,2,25,25
Colombia,1970,2,U-COL-1970-4-19,19-Apr-70,1970,1990,1,senate,0,1,1,PR,9,hare,13,0,118,4.87,4.87,23,0,0,0,Share of votes,5.130434783,12.23404255,12.23404255
Colombia,1974,2,U-COL-1974-4-21,21-Apr-74,1970,1990,1,senate,0,1,1,PR,9,hare,13,0,112,4.87,4.87,23,0,0,0,Share of votes,4.869565217,12.77777778,12.77777778
Colombia,1978,2,U-COL-1978-2-26,26-Feb-78,1970,1990,1,senate,0,1,1,PR,9,hare,13,0,112,4.87,4.87,23,0,0,0,Share of votes,4.869565217,12.77777778,12.77777778
Colombia,1982,2,U-COL-1982-3-14,14-Mar-82,1970,1990,1,senate,0,1,1,PR,9,hare,13,0,114,4.96,4.96,23,0,0,0,Share of votes,4.956521739,12.59124088,12.59124088
Colombia,1986,2,U-COL-1986-3-9,9-Mar-86,1970,1990,1,senate,0,1,1,PR,9,hare,13,0,114,4.96,4.96,23,0,0,0,Share of votes,4.956521739,12.59124088,12.59124088
Colombia,1990,2,U-COL-1990-3-11,11-Mar-90,1970,1990,1,senate,0,1,1,PR,9,hare,13,0,114,4.96,4.96,23,0,0,0,Share of votes,4.956521739,12.59124088,12.59124088
Colombia,1991,2,U-COL-1991-10-27,27-Oct-91,1991,2002,2,senate,0,1,1,PR,9,hare,13,13,102,100,100,1,2,0,0,Share of votes,51,1.442307692,1.442307692
Colombia,1994,2,U-COL-1994-3-13,13-Mar-94,1991,2002,2,senate,0,1,1,PR,9,hare,13,13,102,100,100,1,2,0,0,Share of votes,51,1.442307692,1.442307692
Colombia,1998,2,U-COL-1998-3-8,8-Mar-98,1991,2002,2,senate,0,1,1,PR,9,hare,13,13,102,100,100,1,2,0,0,Share of votes,51,1.442307692,1.442307692
Colombia,2002,2,U-COL-2002-3-10,10-Mar-02,1991,2002,2,senate,0,1,1,PR,9,hare,13,13,102,100,100,1,2,0,0,Share of votes,51,1.442307692,1.442307692
Colombia,2006,2,U-COL-2006-3-12,12-Mar-06,2006,2014,3,senate,0,1,1,PR,9,dhondt,25,1,102,100,100,1,2,0.02,0.02,Share of votes,51,1.442307692,2
Colombia,2010,2,U-COL-2010-3-14,14-Mar-10,2006,2014,3,senate,0,1,1,PR,9,dhondt,25,1,102,100,100,1,2,0.02,0.02,Share of votes,51,1.442307692,2
Colombia,2014,2,U-COL-2014-3-9,9-Mar-14,2006,2014,3,senate,0,1,1,PR,9,dhondt,25,1,102,100,100,1,2,0.02,0.02,Share of votes,51,1.442307692,2
DominicanRep,1970,2,U-DOM-1970-5-16,16-May-70,1970,2010,1,senate,0,1,1,Majoritarian,1,plurality,1,0,27,1,1,27,0,0,0,Share of votes,1,37.5,37.5
DominicanRep,1974,2,U-DOM-1974-5-16,16-May-74,1970,2010,1,senate,0,1,1,Majoritarian,1,plurality,1,0,27,1,1,27,0,0,0,Share of votes,1,37.5,37.5
DominicanRep,1978,2,U-DOM-1978-5-16,16-May-78,1970,2010,1,senate,0,1,1,Majoritarian,1,plurality,1,0,27,1,1,27,0,0,0,Share of votes,1,37.5,37.5
DominicanRep,1982,2,U-DOM-1982-5-16,16-May-82,1970,2010,1,senate,0,1,1,Majoritarian,1,plurality,1,0,27,1,1,27,0,0,0,Share of votes,1,37.5,37.5
DominicanRep,1986,2,U-DOM-1986-5-16,16-May-86,1970,2010,1,senate,0,1,1,Majoritarian,1,plurality,1,0,30,1,1,30,0,0,0,Share of votes,1,37.5,37.5
DominicanRep,1990,2,U-DOM-1990-5-16,16-May-90,1970,2010,1,senate,0,1,1,Majoritarian,1,plurality,1,0,30,1,1,30,0,0,0,Share of votes,1,37.5,37.5
DominicanRep,1994,2,U-DOM-1994-5-16,16-May-94,1970,2010,1,senate,0,1,1,Majoritarian,1,plurality,1,0,30,1,1,30,0,0,0,Share of votes,1,37.5,37.5
DominicanRep,1998,2,U-DOM-1998-5-16,16-May-98,1970,2010,1,senate,0,1,1,Majoritarian,1,plurality,1,0,30,1,1,30,0,0,0,Share of votes,1,37.5,37.5
DominicanRep,2002,2,U-DOM-2002-5-16,16-May-02,1970,2010,1,senate,0,1,1,Majoritarian,1,plurality,1,0,32,1,1,32,0,0,0,Share of votes,1,37.5,37.5
DominicanRep,2006,2,U-DOM-2006-5-16,16-May-06,1970,2010,1,senate,0,1,1,Majoritarian,1,plurality,1,0,32,1,1,32,0,0,0,Share of votes,1,37.5,37.5
DominicanRep,2010,2,U-DOM-2010-5-16,16-May-10,1970,2010,1,senate,0,1,1,Majoritarian,1,plurality,1,0,32,1,1,32,0,0,0,Share of votes,1,37.5,37.5
Mexico,1997,2,U-MEX-1997-7-6,6-Jul-97,1994,2012,1,senate,0,1,1,Mixed,12,limited_nom,0.5,13,128,3,3,32,32,0.02,0.02,Share of votes,3.878787879,15.37267081,15.37267081
Mexico,2000,2,U-MEX-2000-7-2,2-Jul-00,1994,2012,1,senate,0,1,1,Mixed,12,limited_nom,0.5,13,128,3,3,32,32,0.02,0.02,Share of votes,3.878787879,15.37267081,15.37267081
Mexico,2006,2,U-MEX-2006-7-2,2-Jul-06,1994,2012,1,senate,0,1,1,Mixed,12,limited_nom,0.5,13,128,3,3,32,32,0.02,0.02,Share of votes,3.878787879,15.37267081,15.37267081
Mexico,2012,2,U-MEX-2012-7-1,1-Jul-12,1994,2012,1,senate,0,1,1,Mixed,12,limited_nom,0.5,13,128,3,3,32,32,0.02,0.02,Share of votes,3.878787879,15.37267081,15.37267081
Paraguay,1989,2,U-PAR-1989-5-1,1-May-89,1989,2013,1,senate,0,1,1,PR,9,dhondt,25,0,45,45,45,1,0,0,0,Share of votes,45,1.630434783,1.630434783
Paraguay,1993,2,U-PAR-1993-5-9,9-May-93,1989,2013,1,senate,0,1,1,PR,9,dhondt,25,0,45,45,45,1,0,0,0,Share of votes,45,1.630434783,1.630434783
Paraguay,1998,2,U-PAR-1998-5-10,10-May-98,1989,2013,1,senate,0,1,1,PR,9,dhondt,25,0,45,45,45,1,0,0,0,Share of votes,45,1.630434783,1.630434783
Paraguay,2003,2,U-PAR-2003-4-27,27-Apr-03,1989,2013,1,senate,0,1,1,PR,9,dhondt,25,0,45,45,45,1,0,0,0,Share of votes,45,1.630434783,1.630434783
Paraguay,2008,2,U-PAR-2008-4-20,20-Apr-08,1989,2013,1,senate,0,1,1,PR,9,dhondt,25,0,45,45,45,1,0,0,0,Share of votes,45,1.630434783,1.630434783
Paraguay,2013,2,U-PAR-2013-4-21,21-Apr-13,1989,2013,1,senate,0,1,1,PR,9,dhondt,25,0,45,45,45,1,0,0,0,Share of votes,45,1.630434783,1.630434783
Peru,1980,2,U-PER-1980-5-18,18-May-80,1980,1990,1,senate,0,1,1,PR,9,dhondt,25,0,60,60,60,1,0,0,0,Share of votes,60,1.229508197,1.229508197
Peru,1985,2,U-PER-1985-4-14,14-Apr-85,1980,1990,1,senate,0,1,1,PR,9,dhondt,25,0,61,60,60,1,0,0,0,Share of votes,61,1.209677419,1.209677419
Peru,1990,2,U-PER-1990-4-8,8-Apr-90,1980,1990,1,senate,0,1,1,PR,9,dhondt,25,0,62,60,60,1,0,0,0,Share of votes,62,1.19047619,1.19047619
Uruguay,1971,2,U-URU-1971-11-28,28-Nov-71,1971,2014,1,senate,0,1,1,PR,9,dhondt,25,0,30,30,30,1,0,0,0,Share of votes,30,2.419354839,2.419354839
Uruguay,1984,2,U-URU-1984-11-25,28-Nov-84,1971,2014,1,senate,0,1,1,PR,9,dhondt,25,0,30,30,30,1,0,0,0,Share of votes,30,2.419354839,2.419354839
Uruguay,1989,2,U-URU-1989-11-26,26-Nov-89,1971,2014,1,senate,0,1,1,PR,9,dhondt,25,0,30,30,30,1,0,0,0,Share of votes,30,2.419354839,2.419354839
Uruguay,1994,2,U-URU-1994-11-27,27-Nov-94,1971,2014,1,senate,0,1,1,PR,9,dhondt,25,0,30,30,30,1,0,0,0,Share of votes,30,2.419354839,2.419354839
Uruguay,1999,2,U-URU-1999-10-31,31-Oct-99,1971,2014,1,senate,0,1,1,PR,9,dhondt,25,0,30,30,30,1,0,0,0,Share of votes,30,2.419354839,2.419354839
Uruguay,2004,2,U-URU-2004-10-31,31-Oct-04,1971,2014,1,senate,0,1,1,PR,9,dhondt,25,0,30,30,30,1,0,0,0,Share of votes,30,2.419354839,2.419354839
Uruguay,2009,2,U-URU-2009-10-25,25-Oct-09,1971,2014,1,senate,0,1,1,PR,9,dhondt,25,0,30,30,30,1,0,0,0,Share of votes,30,2.419354839,2.419354839
Uruguay,2014,2,U-URU-2014-10-26,26-Oct-14,1971,2014,1,senate,0,1,1,PR,9,dhondt,25,0,30,30,30,1,0,0,0,Share of votes,30,2.419354839,2.419354839
Venezuela,1973,2,U-VEN-1973-12-9,9-Dec-73,1973,1998,1,senate,0,1,1,PR,9,dhondt,25,12,47,2,2,21,5,0,0,Share of votes,2.136363636,23.91304348,23.91304348
Venezuela,1978,2,U-VEN-1978-12-3,3-Dec-78,1973,1998,1,senate,0,1,1,PR,9,dhondt,25,12,44,2,2,21,2,0,0,Share of votes,2,25,25
Venezuela,1983,2,U-VEN-1983-12-4,4-Dec-83,1973,1998,1,senate,0,1,1,PR,9,dhondt,25,12,44,2,2,21,2,0,0,Share of votes,2,25,25
Venezuela,1988,2,U-VEN-1988-12-4,4-Dec-88,1973,1998,1,senate,0,1,1,PR,9,dhondt,25,12,46,2,2,21,4,0,0,Share of votes,2.090909091,24.26470588,24.26470588
Venezuela,1993,2,U-VEN-1993-12-5,5-Dec-93,1973,1998,1,senate,0,1,1,PR,9,dhondt,25,12,50,2,2,21,8,0,0,Share of votes,2.272727273,22.91666667,22.91666667
Venezuela,1998,2,U-VEN-1998-11-8,8-Nov-98,1973,1998,1,senate,0,1,1,PR,9,dhondt,25,12,54,2,2,21,12,0,0,Share of votes,2.454545455,21.71052632,21.71052632
