Country,Year,PartyCode,Term,CorrectTerm,PartyAcronym,Party,Seat.ShareLH,Seat.ShareUH,Ideology.Score,TermUpper,TermPres
Paraguay,2003,3,2003-2008,2003-2008,UNACE,UNACE: UNION NACIONAL DE CIUDADANOS ETICOS,0.125,0.155555556,17.1,2003-2008,2003-2008
Paraguay,2003,4,2003-2008,2003-2008,MPQ,MPQ: MOVIMIENTO PATRIA QUERIDA,0.125,0.155555556,15.4,2003-2008,2003-2008
Paraguay,2003,5,2003-2008,2003-2008,PPS,PPS: PARTIDO  PAIS SOLIDARIO,0.025,0.044444444,5.4,2003-2008,2003-2008
Paraguay,2008,1,2008-2013,2008-2013,ANR,ANR,0.3296,0.333333333,15.7,2008-2013,2008-2013
Paraguay,2008,2,2008-2013,2008-2013,PLRA,PLRA,0.2827,0.311111111,14.3,2008-2013,2008-2013
Paraguay,2008,3,2008-2013,2008-2013,UNACE,UNACE,0.187,0.2,17.1,2008-2013,2008-2013
Paraguay,2008,4,2008-2013,2008-2013,Other,Otros,0.2007,0.155555556,NA,2008-2013,2008-2013
Peru,1995,2,1995-2000,1995-2000,APRA,APRA: ALIANZA POPULAR REVOLUCIONARIA AMERICANA,0.066666667,NA,10.4,NA,1995-2000
Peru,1995,4,1995-2000,1995-2000,UPP,UPP: UNION POR EL PERU,0.141666667,NA,7,NA,1995-2000
Peru,1995,5,1995-2000,1995-2000,Cambio90,CAMBIO 90-NUEVA MAYORIA,0.558333333,NA,15,NA,1995-2000
Peru,1995,32,1995-2000,1995-2000,Other,OTROS PARTIDOS,0.233333333,NA,NA,NA,1995-2000
Peru,2001,1,2001-2006,2001-2006,UN,UN: UNIDAD NACIONAL,0.141666667,NA,14.5,NA,2001-2006
Peru,2001,2,2001-2006,2001-2006,FIM,FIM: FRENTE INDEPENDIENTE MORALIZADOR,0.091666667,NA,15,NA,2001-2006
Peru,2001,7,2001-2006,2001-2006,PAP,PAP: PARTIDO APRISTA PERUANO,0.216666667,NA,10.8,NA,2001-2006
Peru,2001,8,2001-2006,2001-2006,UPP,UPP: UNION POR EL PERU,0.05,NA,5.4,NA,2001-2006
Peru,2001,11,2001-2006,2001-2006,PP,PP: PARTIDO PERU POSIBLE,0.375,NA,13.2,NA,2001-2006
Peru,2001,14,2001-2006,2001-2006,Other,OTROS PARTIDOS,0.125,NA,NA,NA,2001-2006
Peru,2006,1,2006-2011,2006-2011,UPP,UPP: UNION POR EL PERU,0.375,NA,5.4,NA,2006-2011
Peru,2006,2,2006-2011,2006-2011,PAP,PAP: PARTIDO APRISTA PERUANO,0.3,NA,10.4,NA,2006-2011
Peru,2006,3,2006-2011,2006-2011,AF,AF,0.108333333,NA,15.7,NA,2006-2011
Peru,2006,4,2006-2011,2006-2011,PPC,PPC,0.016666667,NA,14.5,NA,2006-2011
Peru,2006,5,2006-2011,2006-2011,UN,UN: UNIDAD NACIONAL,0.141666667,NA,14.5,NA,2006-2011
Peru,2006,6,2006-2011,2006-2011,FC,FC,0.041666667,NA,10.8,NA,2006-2011
Peru,2006,7,2006-2011,2006-2011,PNP,PNP,0.008333333,NA,7.9,NA,2006-2011
Peru,2006,8,2006-2011,2006-2011,Other,OTROS PARTIDOS,0.008333333,NA,NA,NA,2006-2011
Peru,2006,1,2010-2011,2006-2011,UPP,UPP: UNION POR EL PERU,0.375,NA,5.4,NA,2006-2011
Peru,2006,2,2010-2011,2006-2011,PAP,PAP: PARTIDO APRISTA PERUANO,0.3,NA,12.45,NA,2006-2011
Peru,2006,3,2010-2011,2006-2011,AF,AF,0.108333333,NA,15.7,NA,2006-2011
Peru,2006,4,2010-2011,2006-2011,PPC,PPC,0.016666667,NA,14.5,NA,2006-2011
Peru,2006,5,2010-2011,2006-2011,UN,UN: UNIDAD NACIONAL,0.141666667,NA,14.5,NA,2006-2011
Peru,2006,6,2010-2011,2006-2011,FC,FC,0.041666667,NA,10.8,NA,2006-2011
Peru,2006,7,2010-2011,2006-2011,PNP,PNP,0.008333333,NA,7.9,NA,2006-2011
Peru,2006,8,2010-2011,2006-2011,Other,OTROS PARTIDOS,0.008333333,NA,NA,NA,2006-2011
Republica Dominicana,1994,1,1994-1998,1994-1998,PRD,PRD,0.475,0.466666667,9,1994-1998,1994-1996
Republica Dominicana,1994,2,1994-1998,1994-1998,PLD,PLD,0.108333333,0.033333333,11.7,1994-1998,1994-1996
Republica Dominicana,1994,3,1994-1998,1994-1998,PRSC,PRSC,0.416666667,0.5,16.3,1994-1998,1994-1996
Republica Dominicana,1998,1,1998-2002,1998-2002,PRD,PRD,0.4497,0.8,9,1998-2002,1996-2000
Republica Dominicana,1998,2,1998-2002,1998-2002,PLD,PLD,0.3289,0.133333333,11.7,1998-2002,1996-2000
Republica Dominicana,1998,3,1998-2002,1998-2002,PRSC,PRSC,0.1141,0.066666667,16.3,1998-2002,1996-2000
Republica Dominicana,1998,4,1998-2002,1998-2002,BIP,BIP,0.067,0,NA,1998-2002,1996-2000
Republica Dominicana,1998,5,1998-2002,1998-2002,Other,Otros,0.0403,0,NA,1998-2002,1996-2000
Republica Dominicana,2002,1,2002-2006,2002-2006,PRD,PRD,0.486666667,0.90625,9,2002-2006,2000-2004
Republica Dominicana,2002,2,2002-2006,2002-2006,PLD,PLD,0.273333333,0.0625,11.7,2002-2006,2000-2004
Republica Dominicana,2002,3,2002-2006,2002-2006,PRSC,PRSC,0.24,0.03125,16.3,2002-2006,2000-2004
Republica Dominicana,2006,1,2006-2010,2006-2010,PRD,PRD,0.337,0.21875,9,2006-2010,2004-2008
Republica Dominicana,2006,2,2006-2010,2006-2010,PLD,PLD,0.539,0.6875,11.7,2006-2010,2004-2008
Republica Dominicana,2006,3,2006-2010,2006-2010,PRSC,PRSC,0.124,0.09375,16.3,2006-2010,2004-2008
Republica Dominicana,2010,1,2010-2016,2010-2016,PLD,PLD,0.5737705,0.96875,11.7,2010-2016,2008-2012
Republica Dominicana,2010,2,2010-2016,2010-2016,PRD,PRD,0.4098361,0,9,2010-2016,2008-2012
Republica Dominicana,2010,3,2010-2016,2010-2016,PRSC,PRSC,0.01639344,0.03125,16.3,2010-2016,2008-2012
Uruguay,1994,1,1995-2000,1995-2000,FA,FA: FRENTE Amplio,0.3131,0.290322581,5.2,1995-2000,1995-2000
Uruguay,1994,2,1995-2000,1995-2000,PC,PC: PARTIDO COLORADO,0.323232323,0.35483871,14.4,1995-2000,1995-2000
Uruguay,1994,3,1995-2000,1995-2000,PN,PN: PARTIDO NACIONAL,0.313131313,0.322580645,13.5,1995-2000,1995-2000
Uruguay,1994,4,1995-2000,1995-2000,NE,NE: NUEVO ESPACIO,0.050505051,0.032258065,7.9,1995-2000,1995-2000
Uruguay,1999,1,2000-2005,2000-2005,FA,EP/FA: ENCUENTRO PROGRESISTA-FRENTE AMPLIO,0.404,0.387096774,5.2,2000-2005,2000-2005
Uruguay,1999,2,2000-2005,2000-2005,PC,PC: PARTIDO COLORADO,0.333333333,0.35483871,14.4,2000-2005,2000-2005
Uruguay,1999,3,2000-2005,2000-2005,PN,PN: PARTIDO NACIONAL,0.222222222,0.225806452,13.5,2000-2005,2000-2005
Uruguay,1999,4,2000-2005,2000-2005,NE,NE: NUEVO ESPACIO,0.04040404,0.032258065,7.9,2000-2005,2000-2005
Uruguay,2004,1,2005-2010,2005-2010,FA,EP/FA/NM: ENCUENTRO PROGRESISTA-FRENTE Nueva Mayoria,0.535353535,0.548387097,5.2,2005-2010,2005-2010
Uruguay,2004,2,2005-2010,2005-2010,PC,PC: PARTIDO COLORADO,0.101010101,0.096774194,14.4,2005-2010,2005-2010
Uruguay,2004,3,2005-2010,2005-2010,PN,PN: PARTIDO NACIONAL,0.343434343,0.35483871,13.5,2005-2010,2005-2010
Uruguay,2004,4,2005-2010,2005-2010,Other,Partido Independiente,0.0202,0,10.3,2005-2010,2005-2010
Uruguay,2009,1,2009-2014,2010-2015,FA,EP/FA/NM: ENCUENTRO PROGRESISTA-FRENTE Nueva Mayoria,0.5050505,0.516129032,5.2,2010-2015,2010-2015
Uruguay,2009,2,2009-2014,2010-2015,PN,PN: PARTIDO NACIONAL,0.3030303,0.322580645,13.5,2010-2015,2010-2015
Uruguay,2009,3,2009-2014,2010-2015,PC,PC: PARTIDO COLORADO,0.1717172,0.161290323,14.4,2010-2015,2010-2015
Uruguay,2009,4,2009-2014,2010-2015,Other,Partido Independiente,0.02020202,0,10.3,2010-2015,2010-2015
Venezuela,1993,2,1993-1998,1993-1998,MAS,MAS: MOVIMIENTO AL SOCIALISMO,0.119402985,0.1,7.6,1993-1998,1993-1998
Venezuela,1993,3,1993-1998,1993-1998,AD,AD: ACCION DEMOCRATICA,0.273631841,0.32,11.4,1993-1998,1993-1998
Venezuela,1993,4,1993-1998,1993-1998,COPEI,COPEI: COMITE DE ORGANIZACION POLITICA ELECTORAL,0.263681592,0.28,14.8,1993-1998,1993-1998
Venezuela,1993,7,1993-1998,1993-1998,CausaR,CAUSA R,0.199004975,0.18,7.9,1993-1998,1993-1998
Venezuela,1993,9,1993-1998,1993-1998,Conv,CONVERGENCIA,0.129353234,0.12,14.8,1993-1998,1993-1998
Venezuela,1993,11,1993-1998,1993-1998,Other,OTROS PARTIDOS,0.014925373,0,NA,1993-1998,1993-1998
Venezuela,2000,1,2000-2005,2000-2005,MVR,MVR: MOVIMIENTO V REPUBLICA,0.484848485,NA,3.7,NA,2001-2007
Venezuela,2000,2,2000-2005,2000-2005,AD,AD: ACCION DEMOCRATICA,0.193939394,NA,11.4,NA,2001-2007
Venezuela,2000,3,2000-2005,2000-2005,MAS,MAS: MOVIMIENTO AL SOCIALISMO,0.109090909,NA,7.6,NA,2001-2007
Venezuela,2000,4,2000-2005,2000-2005,COPEI,COPEI: COMITE DE ORGANIZACION POLITICA ELECTORAL,0.03030303,NA,14.8,NA,2001-2007
Venezuela,2000,5,2000-2005,2000-2005,PRVZL,PRVZL: PROYECTO VENEZUELA,0.048484848,NA,15,NA,2001-2007
Venezuela,2000,6,2000-2005,2000-2005,Other,OTROS PARTIDOS,0.133333333,NA,NA,NA,2001-2007
